1,metric,model
0.8823529411764706,acc,NLP_Reading
0.9411764705882353,acc,NLP_Reading
0.5625,acc,NLP_Reading
0.6875,acc,NLP_Reading
0.625,acc,NLP_Reading
0.625,acc,NLP_Reading
0.375,acc,NLP_Reading
0.6875,acc,NLP_Reading
0.8125,acc,NLP_Reading
0.75,acc,NLP_Reading
0.9861111111111112,roc,NLP_Reading
0.923611111111111,roc,NLP_Reading
0.6796875,roc,NLP_Reading
0.7916666666666667,roc,NLP_Reading
0.7063492063492063,roc,NLP_Reading
0.6825396825396826,roc,NLP_Reading
0.38181818181818183,roc,NLP_Reading
0.7380952380952381,roc,NLP_Reading
0.8730158730158731,roc,NLP_Reading
0.8333333333333335,roc,NLP_Reading
0.8571428571428571,fms,NLP_Reading
0.9333333333333333,fms,NLP_Reading
0.4615384615384615,fms,NLP_Reading
0.6666666666666667,fms,NLP_Reading
0.6666666666666666,fms,NLP_Reading
0.5,fms,NLP_Reading
0.4444444444444444,fms,NLP_Reading
0.6666666666666667,fms,NLP_Reading
0.7692307692307692,fms,NLP_Reading
0.7142857142857143,fms,NLP_Reading
1.0,precision,NLP_Reading
1.0,precision,NLP_Reading
0.6,precision,NLP_Reading
0.5555555555555556,precision,NLP_Reading
0.6666666666666666,precision,NLP_Reading
0.6,precision,NLP_Reading
0.5714285714285714,precision,NLP_Reading
0.8333333333333334,precision,NLP_Reading
0.8333333333333334,precision,NLP_Reading
0.625,precision,NLP_Reading
0.75,recall,NLP_Reading
0.875,recall,NLP_Reading
0.375,recall,NLP_Reading
0.8333333333333334,recall,NLP_Reading
0.6666666666666666,recall,NLP_Reading
0.42857142857142855,recall,NLP_Reading
0.36363636363636365,recall,NLP_Reading
0.5555555555555556,recall,NLP_Reading
0.7142857142857143,recall,NLP_Reading
0.8333333333333334,recall,NLP_Reading
1.0,specificity,NLP_Reading
1.0,specificity,NLP_Reading
0.75,specificity,NLP_Reading
0.6,specificity,NLP_Reading
0.5714285714285714,specificity,NLP_Reading
0.7777777777777778,specificity,NLP_Reading
0.4,specificity,NLP_Reading
0.8571428571428571,specificity,NLP_Reading
0.8888888888888888,specificity,NLP_Reading
0.7,specificity,NLP_Reading
